id,url,url_length,has_https,num_dots,num_special_chars,entropy,label
56,http://25owf75935.com/login/login.php,37,0,2,7,4.142,malicious
57,https://www.openai.com/products,31,1,2,6,3.994,benign
58,http://253j2d54i3.com/update/login.php,38,0,2,7,4.281,malicious
59,http://k2iagl58kx.com/update/login.php,38,0,2,7,4.281,malicious
60,http://7e8g8jdp0l.com/free/login.php,36,0,2,7,4.205,malicious
61,https://www.wikipedia.org/profile,33,1,2,6,3.968,benign
62,https://www.microsoft.com/home,30,1,2,6,3.74,benign
63,http://a7tz0yncxl.com/secure/login.php,38,0,2,7,4.346,malicious
64,https://www.openai.com/products,31,1,2,6,3.994,benign
65,http://ylztgxn0gu.com/update/login.php,38,0,2,7,4.175,malicious
66,https://www.microsoft.com/products,34,1,2,6,3.822,benign
67,https://www.wikipedia.org/profile,33,1,2,6,3.968,benign
68,http://qphr62gdsw.com/secure/login.php,38,0,2,7,4.281,malicious
69,https://www.amazon.in/products,30,1,2,6,4.031,benign
70,https://www.amazon.in/about,27,1,2,6,3.828,benign
71,https://www.google.com/about,28,1,2,6,3.869,benign
72,http://w1q5uznofy.com/win/login.php,35,0,2,7,4.207,malicious
73,https://www.wikipedia.org/about,31,1,2,6,3.978,benign
74,https://www.openai.com/profile,30,1,2,6,4.006,benign
75,http://bi4q2y9v86.com/free/login.php,36,0,2,7,4.482,malicious
76,http://3t60rjiw1s.com/bonus/login.php,37,0,2,7,4.337,malicious
77,https://www.microsoft.com/news,30,1,2,6,3.806,benign
78,https://www.openai.com/products,31,1,2,6,3.994,benign
79,https://www.microsoft.com/products,34,1,2,6,3.822,benign
80,http://6cfnfholqc.com/win/login.php,35,0,2,7,3.936,malicious
81,http://o18a5ur7ko.com/win/login.php,35,0,2,7,4.251,malicious
82,http://t026rjrny2.com/bonus/login.php,37,0,2,7,4.263,malicious
83,https://www.wikipedia.org/about,31,1,2,6,3.978,benign
84,https://www.wikipedia.org/profile,33,1,2,6,3.968,benign
85,https://www.google.com/news,27,1,2,6,3.736,benign
86,https://www.wikipedia.org/about,31,1,2,6,3.978,benign
87,https://www.microsoft.com/news,30,1,2,6,3.806,benign
88,http://hl1n13jcat.com/secure/login.php,38,0,2,7,4.221,malicious
89,https://www.openai.com/home,27,1,2,6,3.782,benign
90,https://www.google.com/about,28,1,2,6,3.869,benign
91,https://www.google.com/profile,30,1,2,6,3.923,benign
92,https://www.amazon.in/about,27,1,2,6,3.828,benign
93,http://yuhz1gv0e3.com/secure/login.php,38,0,2,7,4.346,malicious
94,https://www.bbc.com/home,24,1,2,6,3.605,benign
95,http://u6n7hv3izk.com/bonus/login.php,37,0,2,7,4.263,malicious
96,https://www.bbc.com/home,24,1,2,6,3.605,benign
97,http://txcxaprpn6.com/update/login.php,38,0,2,7,4.05,malicious
98,https://www.wikipedia.org/about,31,1,2,6,3.978,benign
99,http://w71q3vli7k.com/update/login.php,38,0,2,7,4.386,malicious
100,https://www.wikipedia.org/profile,33,1,2,6,3.968,benign
101,http://mrlrmjkv5u.com/free/login.php,36,0,2,7,4.218,malicious
102,https://www.google.com/about,28,1,2,6,3.869,benign
103,http://r1yxr2dhyl.com/free/login.php,36,0,2,7,4.218,malicious
104,http://rtp0lzjjeg.com/login/login.php,37,0,2,7,3.993,malicious
105,https://www.amazon.in/about,27,1,2,6,3.828,benign
106,http://jv1v93kmkz.com/verify/login.php,38,0,2,7,4.419,malicious
107,http://bbk7w1dakr.com/secure/login.php,38,0,2,7,4.439,malicious
108,https://www.google.com/products,31,1,2,6,3.913,benign
109,http://ecruyf38di.com/free/login.php,36,0,2,7,4.239,malicious
110,http://v2isqp49kw.com/free/login.php,36,0,2,7,4.392,malicious
111,https://www.amazon.in/about,27,1,2,6,3.828,benign
112,http://xfgcaqvkiz.com/bonus/login.php,37,0,2,7,4.358,malicious
113,http://cij2v2heif.com/secure/login.php,38,0,2,7,4.201,malicious
114,https://www.google.com/home,27,1,2,6,3.662,benign
115,https://www.microsoft.com/profile,33,1,2,6,3.885,benign
116,http://pqkojtpv60.com/free/login.php,36,0,2,7,4.194,malicious
117,http://aiy4va13u1.com/verify/login.php,38,0,2,7,4.366,malicious
118,http://spk9p38qol.com/login/login.php,37,0,2,7,4.01,malicious
119,https://www.microsoft.com/news,30,1,2,6,3.806,benign
120,http://k83tqll8os.com/login/login.php,37,0,2,7,3.979,malicious
121,http://ogn1w1ht7p.com/bonus/login.php,37,0,2,7,4.013,malicious
122,http://e9vifttd96.com/update/login.php,38,0,2,7,4.153,malicious
123,https://www.openai.com/about,28,1,2,6,3.914,benign
124,http://7kzorqqfgv.com/bonus/login.php,37,0,2,7,4.324,malicious
125,https://www.google.com/products,31,1,2,6,3.913,benign
126,http://m2ja04ux5q.com/update/login.php,38,0,2,7,4.386,malicious
127,http://l1n759in4o.com/secure/login.php,38,0,2,7,4.294,malicious
128,http://z3nx39rbsv.com/win/login.php,35,0,2,7,4.286,malicious
129,https://www.wikipedia.org/home,30,1,2,6,3.923,benign
130,http://af58c2jwoc.com/secure/login.php,38,0,2,7,4.366,malicious
131,http://8w5rtwiyki.com/login/login.php,37,0,2,7,4.067,malicious
132,http://91zdfkblcm.com/update/login.php,38,0,2,7,4.333,malicious
133,https://www.amazon.in/profile,29,1,2,6,4.047,benign
134,http://u2gc5wi6fq.com/secure/login.php,38,0,2,7,4.366,malicious
135,http://ja26yfpmvx.com/update/login.php,38,0,2,7,4.344,malicious
136,http://qk94dnmkza.com/win/login.php,35,0,2,7,4.229,malicious
137,http://juy0bvr6k2.com/free/login.php,36,0,2,7,4.482,malicious
138,http://hgj11yedwb.com/win/login.php,35,0,2,7,4.172,malicious
139,http://bne6loh25n.com/free/login.php,36,0,2,7,4.121,malicious
140,http://3j3r30me8f.com/verify/login.php,38,0,2,7,4.313,malicious
141,http://82n2atqyyv.com/win/login.php,35,0,2,7,4.15,malicious
142,http://dia5u6hc36.com/secure/login.php,38,0,2,7,4.294,malicious
143,http://ebb9eitnn8.com/bonus/login.php,37,0,2,7,4.047,malicious
144,http://v05x4w7kyh.com/update/login.php,38,0,2,7,4.471,malicious
145,https://www.microsoft.com/home,30,1,2,6,3.74,benign
146,http://t9moge4qxx.com/free/login.php,36,0,2,7,4.142,malicious
147,https://www.google.com/products,31,1,2,6,3.913,benign
148,https://www.amazon.in/profile,29,1,2,6,4.047,benign
149,https://www.google.com/profile,30,1,2,6,3.923,benign
150,https://www.bbc.com/about,25,1,2,6,3.643,benign
151,https://www.microsoft.com/about,31,1,2,6,3.873,benign
152,https://www.microsoft.com/about,31,1,2,6,3.873,benign
153,https://www.bbc.com/products,28,1,2,6,3.771,benign
154,https://www.google.com/home,27,1,2,6,3.662,benign
155,https://www.google.com/products,31,1,2,6,3.913,benign
156,https://www.bbc.com/products,28,1,2,6,3.771,benign
157,https://www.amazon.in/products,30,1,2,6,4.031,benign
158,https://www.amazon.in/news,26,1,2,6,3.719,benign
159,https://www.openai.com/home,27,1,2,6,3.782,benign
160,http://qnvqhw06xk.com/bonus/login.php,37,0,2,7,4.317,malicious
161,https://www.google.com/news,27,1,2,6,3.736,benign
162,http://pdzp6lfewv.com/bonus/login.php,37,0,2,7,4.281,malicious
163,http://nvksp2ex5t.com/win/login.php,35,0,2,7,4.172,malicious
164,https://www.wikipedia.org/news,30,1,2,6,3.87,benign
165,https://www.wikipedia.org/products,34,1,2,6,3.999,benign
166,http://o0llj8yrdd.com/update/login.php,38,0,2,7,4.221,malicious
167,https://www.openai.com/products,31,1,2,6,3.994,benign
168,https://www.bbc.com/home,24,1,2,6,3.605,benign
169,http://yo57p6bkld.com/free/login.php,36,0,2,7,4.316,malicious
170,https://www.amazon.in/news,26,1,2,6,3.719,benign
171,https://www.google.com/products,31,1,2,6,3.913,benign
172,http://ekipu1wyuv.com/bonus/login.php,37,0,2,7,4.25,malicious
173,http://bj17mgfxc0.com/login/login.php,37,0,2,7,4.175,malicious
174,https://www.openai.com/profile,30,1,2,6,4.006,benign
175,https://www.wikipedia.org/news,30,1,2,6,3.87,benign
176,http://mnz1udbfwy.com/secure/login.php,38,0,2,7,4.439,malicious
177,http://xrpj1epkyr.com/bonus/login.php,37,0,2,7,4.281,malicious
178,http://bovakhejla.com/bonus/login.php,37,0,2,7,4.196,malicious
179,http://gnzs43c5ba.com/login/login.php,37,0,2,7,4.155,malicious
180,http://uuzpeal2w3.com/secure/login.php,38,0,2,7,4.261,malicious
181,https://www.wikipedia.org/home,30,1,2,6,3.923,benign
182,https://www.wikipedia.org/profile,33,1,2,6,3.968,benign
183,http://solmlgses6.com/secure/login.php,38,0,2,7,4.011,malicious
184,http://033ifhv1xg.com/win/login.php,35,0,2,7,4.15,malicious
185,http://quuy5x9l8l.com/update/login.php,38,0,2,7,4.294,malicious
186,https://www.wikipedia.org/news,30,1,2,6,3.87,benign
187,http://2vmcqbnkx9.com/login/login.php,37,0,2,7,4.175,malicious
188,http://qt26q3xlrf.com/login/login.php,37,0,2,7,4.155,malicious
189,http://d6mzsgipps.com/verify/login.php,38,0,2,7,4.238,malicious
190,http://nkomv2xcdy.com/secure/login.php,38,0,2,7,4.346,malicious
191,http://0x65mufm8z.com/update/login.php,38,0,2,7,4.366,malicious
192,https://www.bbc.com/home,24,1,2,6,3.605,benign
193,http://uxlez896dy.com/free/login.php,36,0,2,7,4.406,malicious
194,http://al8m1g9fk2.com/free/login.php,36,0,2,7,4.316,malicious
195,https://www.openai.com/products,31,1,2,6,3.994,benign
196,https://www.bbc.com/news,24,1,2,6,3.637,benign
197,https://www.amazon.in/about,27,1,2,6,3.828,benign
198,https://www.openai.com/news,27,1,2,6,3.764,benign
199,https://www.wikipedia.org/products,34,1,2,6,3.999,benign
200,https://www.wikipedia.org/profile,33,1,2,6,3.968,benign
201,http://12ii826gyu.com/update/login.php,38,0,2,7,4.261,malicious
202,http://12spfhv5br.com/secure/login.php,38,0,2,7,4.333,malicious
203,https://www.openai.com/profile,30,1,2,6,4.006,benign
204,https://www.microsoft.com/home,30,1,2,6,3.74,benign
205,https://www.microsoft.com/news,30,1,2,6,3.806,benign
206,https://www.wikipedia.org/home,30,1,2,6,3.923,benign
207,https://www.wikipedia.org/products,34,1,2,6,3.999,benign
208,https://www.wikipedia.org/home,30,1,2,6,3.923,benign
209,http://si9nb74x2e.com/secure/login.php,38,0,2,7,4.366,malicious
210,http://zezqacj4t0.com/free/login.php,36,0,2,7,4.274,malicious
211,http://ekkbp2qd6v.com/login/login.php,37,0,2,7,4.216,malicious
212,https://www.openai.com/about,28,1,2,6,3.914,benign
213,http://pwioxd9css.com/free/login.php,36,0,2,7,4.205,malicious
214,https://www.wikipedia.org/news,30,1,2,6,3.87,benign
215,https://www.openai.com/news,27,1,2,6,3.764,benign
216,http://ja2m0w10lb.com/free/login.php,36,0,2,7,4.371,malicious
217,http://3g2qzw3c1q.com/secure/login.php,38,0,2,7,4.366,malicious
218,https://www.google.com/about,28,1,2,6,3.869,benign
219,https://www.microsoft.com/products,34,1,2,6,3.822,benign
220,http://9tj1gm25le.com/secure/login.php,38,0,2,7,4.294,malicious
221,http://606n9rr7s2.com/bonus/login.php,37,0,2,7,4.283,malicious
222,http://cv3tlcxlvp.com/bonus/login.php,37,0,2,7,4.047,malicious
223,http://mb5m9j98cw.com/secure/login.php,38,0,2,7,4.346,malicious
224,https://www.google.com/about,28,1,2,6,3.869,benign
225,http://bc2nnuvy8n.com/win/login.php,35,0,2,7,4.09,malicious
226,https://www.bbc.com/about,25,1,2,6,3.643,benign
227,http://oxie0rnujj.com/update/login.php,38,0,2,7,4.208,malicious
228,https://www.bbc.com/products,28,1,2,6,3.771,benign
229,http://hecgz9389y.com/bonus/login.php,37,0,2,7,4.283,malicious
230,https://www.bbc.com/profile,27,1,2,6,3.958,benign
231,http://64z7w2sehe.com/win/login.php,35,0,2,7,4.229,malicious
232,http://atn2twdl9z.com/free/login.php,36,0,2,7,4.26,malicious
233,http://13c9xqym52.com/bonus/login.php,37,0,2,7,4.412,malicious
234,https://www.amazon.in/news,26,1,2,6,3.719,benign
235,https://www.google.com/profile,30,1,2,6,3.923,benign
236,https://www.microsoft.com/about,31,1,2,6,3.873,benign
237,https://www.microsoft.com/about,31,1,2,6,3.873,benign
238,http://8skch8jwwd.com/bonus/login.php,37,0,2,7,4.229,malicious
239,https://www.bbc.com/profile,27,1,2,6,3.958,benign
240,https://www.amazon.in/profile,29,1,2,6,4.047,benign
241,http://4u3bbxux1o.com/bonus/login.php,37,0,2,7,4.121,malicious
242,https://www.wikipedia.org/profile,33,1,2,6,3.968,benign
243,http://xki3oqyfoq.com/secure/login.php,38,0,2,7,4.333,malicious
244,https://www.microsoft.com/products,34,1,2,6,3.822,benign
245,http://9enulqjidk.com/update/login.php,38,0,2,7,4.228,malicious
246,http://i5flul1rsr.com/secure/login.php,38,0,2,7,4.188,malicious
247,http://a8s8hmbr5x.com/update/login.php,38,0,2,7,4.313,malicious
248,http://t4p501nouh.com/free/login.php,36,0,2,7,4.163,malicious
249,http://cs1k9ye9o2.com/secure/login.php,38,0,2,7,4.274,malicious
250,http://1hssbelrqv.com/free/login.php,36,0,2,7,4.218,malicious
251,https://www.microsoft.com/profile,33,1,2,6,3.885,benign
252,http://f90km3tzk3.com/secure/login.php,38,0,2,7,4.366,malicious
253,http://y9v20yar82.com/win/login.php,35,0,2,7,4.308,malicious
254,https://www.openai.com/home,27,1,2,6,3.782,benign
255,http://gww4fyb8da.com/secure/login.php,38,0,2,7,4.491,malicious
256,http://fyo1750ceh.com/secure/login.php,38,0,2,7,4.306,malicious
257,http://slg6mm1zxy.com/free/login.php,36,0,2,7,4.295,malicious
258,http://giui9kkhzl.com/secure/login.php,38,0,2,7,4.188,malicious
259,http://kut6om1fb8.com/login/login.php,37,0,2,7,4.142,malicious
260,http://7x0h3jujd0.com/verify/login.php,38,0,2,7,4.471,malicious
261,https://www.google.com/profile,30,1,2,6,3.923,benign
262,https://www.openai.com/about,28,1,2,6,3.914,benign
263,https://www.google.com/news,27,1,2,6,3.736,benign
264,http://zd1at7o75r.com/verify/login.php,38,0,2,7,4.399,malicious
265,http://lx6dut076g.com/win/login.php,35,0,2,7,4.172,malicious
266,https://www.google.com/news,27,1,2,6,3.736,benign
267,http://g05kbkv7mq.com/bonus/login.php,37,0,2,7,4.304,malicious
268,http://6esj3l0xza.com/secure/login.php,38,0,2,7,4.419,malicious
269,http://u1g463sdyg.com/verify/login.php,38,0,2,7,4.471,malicious
270,http://liji18k0ax.com/bonus/login.php,37,0,2,7,4.337,malicious
271,https://www.google.com/home,27,1,2,6,3.662,benign
272,http://los6zle6kw.com/verify/login.php,38,0,2,7,4.346,malicious
273,https://www.wikipedia.org/about,31,1,2,6,3.978,benign
274,http://0votqtxhi1.com/win/login.php,35,0,2,7,4.014,malicious
275,https://www.bbc.com/news,24,1,2,6,3.637,benign
276,http://cuctsuflse.com/verify/login.php,38,0,2,7,4.188,malicious
277,http://ds3qsqcq30.com/update/login.php,38,0,2,7,4.208,malicious
278,http://30ubmc97c7.com/login/login.php,37,0,2,7,4.121,malicious
279,http://o119xp9n56.com/update/login.php,38,0,2,7,4.218,malicious
280,https://www.openai.com/profile,30,1,2,6,4.006,benign
281,https://www.openai.com/products,31,1,2,6,3.994,benign
282,https://www.amazon.in/profile,29,1,2,6,4.047,benign
283,http://t0iaakytt3.com/verify/login.php,38,0,2,7,4.218,malicious
284,http://mj70e3p15a.com/verify/login.php,38,0,2,7,4.458,malicious
285,https://www.google.com/profile,30,1,2,6,3.923,benign
286,https://www.wikipedia.org/profile,33,1,2,6,3.968,benign
287,https://www.amazon.in/home,26,1,2,6,3.796,benign
288,http://pt11f9i6uu.com/win/login.php,35,0,2,7,4.058,malicious
289,http://i59sojuv0g.com/bonus/login.php,37,0,2,7,4.216,malicious
290,http://ubmxnszokg.com/free/login.php,36,0,2,7,4.295,malicious
291,http://ii4fqcootn.com/secure/login.php,38,0,2,7,4.116,malicious
292,https://www.microsoft.com/home,30,1,2,6,3.74,benign
293,http://4d0gjyv5g1.com/bonus/login.php,37,0,2,7,4.391,malicious
294,https://www.wikipedia.org/about,31,1,2,6,3.978,benign
295,http://k6hg0016zz.com/update/login.php,38,0,2,7,4.261,malicious
296,https://www.bbc.com/products,28,1,2,6,3.771,benign
297,http://ntmjsrd9q4.com/verify/login.php,38,0,2,7,4.419,malicious
298,http://lb50atvzkh.com/verify/login.php,38,0,2,7,4.399,malicious
299,http://uit7m1r00q.com/bonus/login.php,37,0,2,7,4.229,malicious
300,http://gzr7txcb48.com/bonus/login.php,37,0,2,7,4.283,malicious
301,https://www.google.com/news,27,1,2,6,3.736,benign
302,https://www.openai.com/about,28,1,2,6,3.914,benign
303,https://www.openai.com/about,28,1,2,6,3.914,benign
304,https://www.amazon.in/profile,29,1,2,6,4.047,benign
305,http://nwywrratat.com/secure/login.php,38,0,2,7,4.156,malicious
306,http://a3y36ddfgs.com/win/login.php,35,0,2,7,4.251,malicious
307,http://jonou9iy4x.com/win/login.php,35,0,2,7,4.093,malicious
308,https://www.google.com/news,27,1,2,6,3.736,benign
309,http://nrwzc4xl99.com/free/login.php,36,0,2,7,4.26,malicious
310,https://www.amazon.in/about,27,1,2,6,3.828,benign
311,http://j7yktxg4ah.com/verify/login.php,38,0,2,7,4.399,malicious
312,http://7kuu4ytn02.com/bonus/login.php,37,0,2,7,4.243,malicious
313,https://www.bbc.com/products,28,1,2,6,3.771,benign
314,https://www.google.com/news,27,1,2,6,3.736,benign
315,https://www.google.com/products,31,1,2,6,3.913,benign
316,http://8lw2qitngv.com/update/login.php,38,0,2,7,4.248,malicious
317,https://www.bbc.com/products,28,1,2,6,3.771,benign
318,https://www.openai.com/home,27,1,2,6,3.782,benign
319,https://www.microsoft.com/about,31,1,2,6,3.873,benign
320,http://zw0ldalmje.com/verify/login.php,38,0,2,7,4.419,malicious
321,http://qtoamdvlnk.com/update/login.php,38,0,2,7,4.123,malicious
322,https://www.openai.com/profile,30,1,2,6,4.006,benign
323,https://www.bbc.com/profile,27,1,2,6,3.958,benign
324,https://www.openai.com/news,27,1,2,6,3.764,benign
325,https://www.amazon.in/products,30,1,2,6,4.031,benign
326,http://jfgjk2n7zr.com/free/login.php,36,0,2,7,4.26,malicious
327,https://www.wikipedia.org/home,30,1,2,6,3.923,benign
328,https://www.microsoft.com/home,30,1,2,6,3.74,benign
329,http://lw2lm349el.com/bonus/login.php,37,0,2,7,4.25,malicious
330,https://www.wikipedia.org/products,34,1,2,6,3.999,benign
331,https://www.wikipedia.org/products,34,1,2,6,3.999,benign
332,http://0w82lk2n7h.com/free/login.php,36,0,2,7,4.295,malicious
333,https://www.openai.com/profile,30,1,2,6,4.006,benign
334,https://www.openai.com/news,27,1,2,6,3.764,benign
335,https://www.wikipedia.org/products,34,1,2,6,3.999,benign
336,https://www.wikipedia.org/news,30,1,2,6,3.87,benign
337,https://www.openai.com/products,31,1,2,6,3.994,benign
338,https://www.microsoft.com/about,31,1,2,6,3.873,benign
339,http://2c9ros7yt2.com/secure/login.php,38,0,2,7,4.221,malicious
340,https://www.google.com/about,28,1,2,6,3.869,benign
341,http://fwuxx8l2dd.com/verify/login.php,38,0,2,7,4.439,malicious
342,https://www.wikipedia.org/products,34,1,2,6,3.999,benign
343,http://qyyf9rk7d3.com/bonus/login.php,37,0,2,7,4.466,malicious
344,https://www.microsoft.com/products,34,1,2,6,3.822,benign
345,http://qhrrpzlk3e.com/win/login.php,35,0,2,7,4.136,malicious
346,http://xyf9igfu8i.com/update/login.php,38,0,2,7,4.261,malicious
347,https://www.amazon.in/news,26,1,2,6,3.719,benign
348,http://bwhvnzh13c.com/login/login.php,37,0,2,7,4.067,malicious
349,https://www.microsoft.com/products,34,1,2,6,3.822,benign
350,https://www.wikipedia.org/home,30,1,2,6,3.923,benign
351,http://yr8lnoemqg.com/bonus/login.php,37,0,2,7,4.196,malicious
352,http://7vylienfnv.com/free/login.php,36,0,2,7,4.107,malicious
353,http://prt77ggkg4.com/free/login.php,36,0,2,7,4.038,malicious
354,https://www.microsoft.com/home,30,1,2,6,3.74,benign
355,http://e38sryo4rc.com/login/login.php,37,0,2,7,4.162,malicious
356,https://www.microsoft.com/home,30,1,2,6,3.74,benign
357,http://ik2u1rsujt.com/secure/login.php,38,0,2,7,4.241,malicious
358,https://www.openai.com/news,27,1,2,6,3.764,benign
359,https://www.wikipedia.org/home,30,1,2,6,3.923,benign
360,https://www.microsoft.com/home,30,1,2,6,3.74,benign
361,http://j5d5e3h0y4.com/free/login.php,36,0,2,7,4.329,malicious
362,http://ffhhcmktlz.com/secure/login.php,38,0,2,7,4.136,malicious
363,http://8s63e1ocjx.com/bonus/login.php,37,0,2,7,4.324,malicious
364,https://www.amazon.in/about,27,1,2,6,3.828,benign
365,http://31yrujoqw5.com/login/login.php,37,0,2,7,4.27,malicious
366,http://sk7n8la100.com/update/login.php,38,0,2,7,4.333,malicious
367,http://42o83rlkte.com/win/login.php,35,0,2,7,4.207,malicious
368,http://261bw4a7fq.com/update/login.php,38,0,2,7,4.491,malicious
369,https://www.openai.com/about,28,1,2,6,3.914,benign
370,http://f7jxjn6fok.com/bonus/login.php,37,0,2,7,4.25,malicious
371,https://www.wikipedia.org/home,30,1,2,6,3.923,benign
372,https://www.google.com/about,28,1,2,6,3.869,benign
373,http://cvsqame4yr.com/verify/login.php,38,0,2,7,4.333,malicious
374,http://d3dnkn35xy.com/login/login.php,37,0,2,7,4.088,malicious
375,https://www.bbc.com/about,25,1,2,6,3.643,benign
376,http://mh07wph6fe.com/bonus/login.php,37,0,2,7,4.216,malicious
377,http://mp2ixivzk7.com/login/login.php,37,0,2,7,4.054,malicious
378,http://hvgox22ini.com/bonus/login.php,37,0,2,7,4.047,malicious
379,https://www.bbc.com/home,24,1,2,6,3.605,benign
380,http://7e4uny181a.com/login/login.php,37,0,2,7,4.229,malicious
381,https://www.microsoft.com/about,31,1,2,6,3.873,benign
382,https://www.google.com/news,27,1,2,6,3.736,benign
383,http://wsozctwjls.com/verify/login.php,38,0,2,7,4.294,malicious
384,https://www.bbc.com/products,28,1,2,6,3.771,benign
385,http://v1xxlp8ii7.com/login/login.php,37,0,2,7,3.979,malicious
386,http://wbxxgaearm.com/free/login.php,36,0,2,7,4.184,malicious
387,http://ge2j51b3jc.com/bonus/login.php,37,0,2,7,4.304,malicious
388,https://www.wikipedia.org/news,30,1,2,6,3.87,benign
389,http://b4gf16ye0a.com/win/login.php,35,0,2,7,4.365,malicious
390,https://www.amazon.in/home,26,1,2,6,3.796,benign
391,http://n7g8b2zxii.com/bonus/login.php,37,0,2,7,4.209,malicious
392,http://jcns6g298c.com/update/login.php,38,0,2,7,4.313,malicious
393,http://1ldqnk20in.com/update/login.php,38,0,2,7,4.261,malicious
394,https://www.openai.com/profile,30,1,2,6,4.006,benign
395,https://www.amazon.in/home,26,1,2,6,3.796,benign
396,http://atwyam1n0l.com/verify/login.php,38,0,2,7,4.313,malicious
397,https://www.wikipedia.org/news,30,1,2,6,3.87,benign
398,https://www.amazon.in/products,30,1,2,6,4.031,benign
399,https://www.google.com/about,28,1,2,6,3.869,benign
400,http://zn9dde3cup.com/verify/login.php,38,0,2,7,4.353,malicious
401,https://www.microsoft.com/products,34,1,2,6,3.822,benign
402,http://7o3lqi7e1d.com/login/login.php,37,0,2,7,4.067,malicious
403,https://www.wikipedia.org/news,30,1,2,6,3.87,benign
404,http://ot8hljefy3.com/bonus/login.php,37,0,2,7,4.229,malicious
405,https://www.amazon.in/products,30,1,2,6,4.031,benign
406,https://www.google.com/about,28,1,2,6,3.869,benign
407,http://obk3g84utd.com/login/login.php,37,0,2,7,4.121,malicious
408,https://www.google.com/home,27,1,2,6,3.662,benign
409,https://www.amazon.in/about,27,1,2,6,3.828,benign
410,https://www.wikipedia.org/products,34,1,2,6,3.999,benign
411,https://www.bbc.com/profile,27,1,2,6,3.958,benign
412,http://7c9hx3d43e.com/update/login.php,38,0,2,7,4.261,malicious
413,https://www.amazon.in/profile,29,1,2,6,4.047,benign
414,http://3obyghgk5b.com/free/login.php,36,0,2,7,4.197,malicious
415,https://www.openai.com/products,31,1,2,6,3.994,benign
